Price,Facades,Habitable Surface,Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,State of Building,Living Surface,EPC,Consumption Per m2,Municipality,Province,APARTMENT,HOUSE
319000,2.0,147.0,HOUSE,2.0,1.0,2.0,5.0,2.0,0,0,21.915178571428573,2.0,23.0,3.0,327.0,ANTWERPEN,ANTWERPEN,0,1
325101,3.0,130.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,14.0,3.0,36.465753424657535,4.0,371.8966233766234,OLEN,ANTWERPEN,0,1
339461,3.0,143.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,24.0,3.0,36.465753424657535,4.0,371.8966233766234,OLEN,ANTWERPEN,0,1
370000,3.0,184.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,29.0,3.0,36.465753424657535,4.0,371.8966233766234,OLEN,ANTWERPEN,0,1
334805,3.0,143.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,24.0,3.0,36.465753424657535,4.0,371.8966233766234,OLEN,ANTWERPEN,0,1
359067,3.0,167.0,HOUSE,2.0,1.0,2.0,5.0,1.0,0,1,30.0,3.0,36.465753424657535,4.0,371.8966233766234,OLEN,ANTWERPEN,0,1
495000,2.0,165.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,1,16.0,5.0,36.465753424657535,4.0,371.8966233766234,KALMTHOUT,ANTWERPEN,0,1
495000,2.0,168.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,1,16.0,5.0,36.465753424657535,4.0,371.8966233766234,KALMTHOUT,ANTWERPEN,0,1
510000,2.0,169.0,HOUSE,4.0,1.0,2.0,7.0,1.0,0,1,16.0,5.0,36.465753424657535,4.0,371.8966233766234,KALMTHOUT,ANTWERPEN,0,1
520000,2.0,175.0,HOUSE,3.0,2.0,2.0,7.0,1.0,0,1,16.0,5.0,36.465753424657535,4.0,371.8966233766234,KALMTHOUT,ANTWERPEN,0,1
565000,3.0,190.0,HOUSE,4.0,2.0,2.0,8.0,1.0,0,1,16.0,5.0,36.465753424657535,4.0,371.8966233766234,KALMTHOUT,ANTWERPEN,0,1
301000,2.0,133.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,15.0,3.0,34.0,4.0,371.8966233766234,MEERHOUT,ANTWERPEN,0,1
301000,2.0,133.0,HOUSE,3.0,1.0,2.0,6.0,1.0,0,1,15.0,3.0,34.0,4.0,371.8966233766234,MEERHOUT,ANTWERPEN,0,1
